304.2	1078.34
304.3	1086.24
304.4	1086.95
304.5	1091.27
304.6	1095.6
304.7	1099.94
304.8	1104.28
304.9	1108.64
305	1113
305.1	1117.3
305.2	1121.6
305.3	1125.91
305.4	1130.23
305.5	1134.55
305.6	1138.88
305.7	1143.21
305.8	1147.25
305.9	1151.89
306	1156.23
306.1	1160.59
306.2	1164.94
306.3	1169.31
306.4	1173.68
306.5	1178.05
306.6	1182.43
306.7	1186.82
306.8	1191.21
306.9	1195.6
307	1200
307.1	1204.34
307.2	1208.69
307.3	1213.06
307.4	1217.43
307.5	1221.81
307.6	1226.21
307.7	1230.62
307.8	1235.03
307.9	1239.46
308	1243.9
308.1	1248.35
308.2	1252.81
308.3	1257.29
308.4	1261.77
308.5	1266.26
308.6	1270.77
308.7	1275.29
308.8	1279.81
308.9	1284.35
309	1288.9
309.1	1293.46
309.2	1298.03
309.3	1302.62
309.4	1307.21
309.5	1311.81
309.6	1316.43
309.7	1321.06
309.8	1325.69
309.9	1330.34
310	1335
310.1	1339.77
310.2	1344.55
310.3	1349.35
310.4	1354.16
310.5	1358.99
310.6	1363.84
310.7	1368.69
310.8	1373.57
310.9	1378.46
311	1383.36
311.1	1388.28
311.2	1393.22
311.3	1398.17
311.4	1403.13
311.5	1408.11
311.6	1413.11
311.7	1418.12
311.8	1423.14
311.9	1428.19
312	1433.24
312.1	1438.31
312.2	1443.4
312.3	1448.5
312.4	1453.62
312.5	1458.75
312.6	1463.9
312.7	1469.06
312.8	1474.24
312.9	1479.43
313	1484.64
313.1	1489.86
313.2	1495.1
313.3	1500.36
313.4	1505.63
313.5	1510.91
313.6	1516.21
313.7	1521.53
313.8	1526.86
313.9	1532.2
314	1537.56
314.1	1542.94
314.2	1548.33
314.3	1553.73
314.4	1559.15
314.5	1564.59
314.6	1570.04
314.7	1575.51
314.8	1580.99
314.9	1586.49
315	1592
315.1	1597.45
315.2	1602.92
315.3	1608.41
315.4	1613.91
315.5	1619.43
315.6	1624.97
315.7	1630.52
315.8	1636.09
315.9	1641.68
316	1647.28
316.1	1652.9
316.2	1658.54
316.3	1664.19
316.4	1669.86
316.5	1675.54
316.6	1681.25
316.7	1686.97
316.8	1692.7
316.9	1698.45
317	1704.22
317.1	1710.01
317.2	1715.81
317.3	1721.63
317.4	1727.46
317.5	1733.31
317.6	1739.18
317.7	1745.07
317.8	1750.97
317.9	1756.89
318	1762.82
318.1	1768.77
318.2	1774.74
318.3	1780.72
318.4	1786.73
318.5	1792.74
318.6	1798.78
318.7	1804.83
318.8	1810.9
318.9	1816.98
319	1823.08
319.1	1829.2
319.2	1835.33
319.3	1841.48
319.4	1847.65
319.5	1853.83
319.6	1860.04
319.7	1866.25
319.8	1872.49
319.9	1878.74
320	1885
320.1	1891.45
320.2	1897.91
320.3	1904.39
320.4	1910.88
320.5	1917.38
320.6	1923.9
320.7	1930.44
320.8	1936.98
320.9	1943.55
321	1950.12
321.1	1956.71
321.2	1963.32
321.3	1969.94
321.4	1976.57
321.5	1982.22
321.6	1989.89
321.7	1996.56
321.8	2003.26
321.9	2009.96
322	2016.68
322.1	2023.42
322.2	2030.17
322.3	2036.93
322.4	2043.71
322.5	2050.5
322.6	2057.31
322.7	2064.13
322.8	2070.97
322.9	2077.82
323	2084.68
323.1	2091.56
323.2	2098.45
323.3	2105.36
323.4	2112.28
323.5	2119.22
323.6	2126.17
323.7	2133.14
323.8	2140.12
323.9	2147.12
324	2154.12
324.1	2161.14
324.2	2168.18
324.3	2175.23
324.4	2182.3
324.5	2189.38
324.6	2196.48
324.7	2203.59
324.8	2210.71
324.9	2217.85
325	2225
325.1	2232.08
325.2	2239.16
325.3	2246.25
325.4	2253.34
325.5	2260.44
325.6	2267.54
325.7	2274.65
325.8	2281.76
325.9	2288.88
326	2296
326.1	2303.09
326.2	2310.19
326.3	2317.28
326.4	2324.38
326.5	2331.48
326.6	2338.58
326.7	2345.69
326.8	2352.79
326.9	2359.9
327	2367
327.1	2374
327.2	2381.21
327.3	2388.33
327.4	2395.45
327.5	2405.28
327.6	2409.72
327.7	2416.86
327.8	2424.01
327.9	2431.17
328	2438.33
328.1	2445.5
328.2	2452.68
328.3	2459.88
328.4	2467.09
328.5	2474.31
328.6	2481.56
328.7	2488.81
328.8	2496.09
328.9	2503.37
329	2510.67
329.1	2517.9
329.2	2525.17
329.3	2532.49
329.4	2539.86
329.5	2547.27
329.6	2554.73
329.7	2562.23
329.8	2569.78
329.9	2577.37
330	2585
330.1	2592.92
330.2	2600.89
330.3	2608.9
330.4	2616.97
330.5	2625.09
330.6	2633.25
330.7	2641.46
330.8	2649.73
330.9	2658.04
331	2666.4
331.1	2674.67
331.2	2682.98
331.3	2691.32
331.4	2699.69
331.5	2708.1
331.6	2716.53
331.7	2725
331.8	2733.51
331.9	2742.05
332	2750.61
332.1	2759.27
332.2	2767.97
332.3	2776.69
332.4	2785.45
332.5	2794.23
332.6	2803.05
332.7	2811.89
332.8	2820.77
332.9	2829.68
333	2838.61
333.1	2847.57
333.2	2856.55
333.3	2865.54
333.4	2874.54
333.5	2883.56
333.6	2892.6
333.7	2901.65
333.8	2910.72
333.9	2919.81
334	2928.9
334.1	2937.99
334.2	2947.09
334.3	2956.19
334.4	2965.29
334.5	2974.4
334.6	2983.51
334.7	2992.63
334.8	3001.75
334.9	3010.88
335	3020
335.1	3029.1
335.2	3038.2
335.3	3047.31
335.4	3056.42
335.5	3065.53
335.6	3074.64
335.7	3083.76
335.8	3092.88
335.9	3102
336	3111.12
336.1	3120.27
336.2	3129.42
336.3	3138.58
336.4	3147.74
336.5	3156.91
336.6	3166.08
336.7	3175.25
336.8	3184.43
336.9	3193.62
337	3202.8
337.1	3211.98
337.2	3221.17
337.3	3230.36
337.4	3239.56
337.5	3248.76
337.6	3257.96
337.7	3267.17
337.8	3276.38
337.9	3285.59
